SpecCode,Species,autoctr,StockCode,Locality,C_Code,FoodsRefNo,FoodI,PreyStage,FoodII,FoodIII,Commoness,CommonessII,Foodgroup,Foodname,PreySpecCode,PreySpecCodeSLB,AlphaCode,PreyTroph,PreySeTroph,TrophRefNo,PredatorStage,Locality2,Entered,Dateentered,Modified,Datemodified,Expert,Datechecked,TS
4744,Acanthurus olivaceus,48477,4968,NA,584,275,plants,n.a./others,phytoplankton,n.a./other phytoplankton,NA,NA,microalgae,filamentous microalgae,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Bikini,309,2008-05-22T00:00:00Z,NA,2008-05-22T00:00:00Z,NA,NA,NA
4744,Acanthurus olivaceus,10654,4968,Arno and Bikini.,584,275,zooplankton,juv./adults,other plank. invertebrates,n.a./other plank. Invertebrates,12,common (6-20%),Foraminifera,Calcarina sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Arno and Bikini,34,1997-02-17T00:00:00Z,NA,1997-11-19T00:00:00Z,NA,NA,NA
4742,Acanthurus pyroferus,10650,4966,Enewetak.,584,33482,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Enewetak.,34,2000-03-02T00:00:00Z,NA,2000-03-02T00:00:00Z,NA,NA,NA
4734,Acanthurus thompsoni,10636,4958,NA,NA,27115,zoobenthos,juv./adults,cnidarians,n.a./other polyps,NA,NA,unidentified,unidentified hydrozoans,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-04-01T00:00:00Z,NA,2000-04-01T00:00:00Z,NA,NA,NA
4734,Acanthurus thompsoni,10637,4958,NA,583,1602,zooplankton,eggs,fish (early stages),fish eggs/larvae,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-02T00:00:00Z,NA,2000-03-02T00:00:00Z,NA,NA,NA
4734,Acanthurus thompsoni,46305,4958,NA,840B,13550,zooplankton,juv./adults,jellyfish/hydroids,jellyfish/hydroids,NA,NA,"Siphonophora, Hydrozoa",unspecified siphonophores,NA,NA,NA,NA,NA,NA,juv./adults,NA,21,2007-04-30T00:00:00Z,NA,2007-04-30T00:00:00Z,NA,NA,NA
4734,Acanthurus thompsoni,10638,4958,Enewetak.,584,33482,zooplankton,juv./adults,other plank. invertebrates,n.a./other plank. Invertebrates,NA,NA,unidentified,unidentified gelatinous zooplankton,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Enewetak.,34,2000-03-02T00:00:00Z,NA,2000-03-02T00:00:00Z,NA,NA,NA
4734,Acanthurus thompsoni,10639,4958,NA,583,1602,zooplankton,juv./adults,plank. crust.,n.a./other plank. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-03-02T00:00:00Z,NA,2000-03-02T00:00:00Z,NA,NA,NA
1260,Acanthurus triostegus,4945,1277,Arno and Bikini.,584,275,plants,n.a./others,other plants,benthic algae/weeds,100,NA,Chlorophyta,unidentified filamentous algae,NA,NA,NA,NA,NA,NA,adults,Locality: Arno and Bikini,10,1992-11-30T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
1260,Acanthurus triostegus,4946,1277,NA,NA,28026,plants,n.a./others,phytoplankton,n.a./other phytoplankton,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,2000-05-03T00:00:00Z,NA,2000-05-03T00:00:00Z,NA,NA,NA
1260,Acanthurus triostegus,4947,1277,Arno and Bikini.,584,275,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,5,rare (1-5%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Arno and Bikini,34,1997-02-17T00:00:00Z,NA,2000-03-12T00:00:00Z,NA,NA,NA
1260,Acanthurus triostegus,4948,1277,Arno and Bikini.,584,275,zoobenthos,juv./adults,cnidarians,hard corals,5,rare (1-5%),unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,Locality: Arno and Bikini,34,1997-02-17T00:00:00Z,NA,1997-11-17T00:00:00Z,NA,NA,NA
1260,Acanthurus triostegus,4949,1277,Arno and Bikini.,584,275,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,11,common (6-20%),Foraminifera,Calcarina sp.,NA,NA,NA,NA,NA,NA,adults,Locality: Arno and Bikini,34,1997-02-17T00:00:00Z,NA,2000-05-03T00:00:00Z,NA,NA,NA
1250,Aetobatus narinari,4912,1266,NA,NA,26338,zoobenthos,juv./adults,mollusks,bivalves,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1998-04-02T00:00:00Z,NA,1998-02-04T00:00:00Z,NA,NA,NA
1250,Aetobatus narinari,4913,1266,NA,NA,26338,zoobenthos,juv./adults,mollusks,gastropods,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1998-04-02T00:00:00Z,NA,1998-02-04T00:00:00Z,NA,NA,NA
1250,Aetobatus narinari,21655,1266,NA,NA,9137,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,dominant ( > 50%),benthic animals,unspecified benthic animals,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region.,574,2001-05-23T00:00:00Z,NA,2001-05-24T00:00:00Z,574,2001-05-24T00:00:00Z,NA
4275,Aluterus scriptus,49236,4471,NA,NA,33770,plants,leaves/blades,other plants,benthic algae/weeds,NA,NA,Sargassaceae,Sargassum,NA,NA,NA,NA,NA,NA,juv./adults,Collected during the sampling of drifting <i>Sargassum</i> beyond the limits of shelf in the Red Sea and Caribbean Sea.  Length of fish: 6.7-11.6 cm.,309,2008-08-04T00:00:00Z,NA,2008-08-04T00:00:00Z,NA,NA,NA
4275,Aluterus scriptus,27752,4471,NW Gulf of Mexico.,840,42240,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: NW Gulf of Mexico.,34,2002-08-29T00:00:00Z,NA,2002-08-29T00:00:00Z,NA,NA,NA
4275,Aluterus scriptus,49235,4471,NA,NA,33770,zoobenthos,juv./adults,benth. crust.,amphipods,NA,NA,Amphipoda,unidentified amphipods,NA,NA,NA,NA,NA,NA,juv./adults,Collected during the sampling of drifting <i>Sargassum</i> beyond the limits of shelf in the Red Sea and Caribbean Sea.  Length of fish: 6.7-11.6 cm.,309,2008-08-04T00:00:00Z,NA,2008-08-04T00:00:00Z,NA,NA,NA
4275,Aluterus scriptus,46355,4471,NA,NA,58266,zooplankton,juv./adults,jellyfish/hydroids,jellyfish/hydroids,NA,NA,"Physaliidae, Siphonophora",Physalia sp.,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Arabian Sea; Hydrozoa, Cnidaria",21,2007-05-08T00:00:00Z,NA,2007-05-08T00:00:00Z,NA,NA,NA
6672,Amanses scopas,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7229,Amblyeleotris fasciata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7243,Amblygobius nocturnus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7198,Amblygobius phalaena,13816,7327,NA,NA,1602,detritus,n.a./others,detritus,debris,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-11-26T00:00:00Z,NA,1999-11-26T00:00:00Z,NA,NA,NA
7198,Amblygobius phalaena,13817,7327,"Amitori Bay, Iriomote Island.",392B,51139,plants,leaves/blades,other plants,benthic algae/weeds,NA,dominant ( > 50%),algae,filamentous algae,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.6-9.1 cm SL. Also Ref. 1602.",34,1999-11-26T00:00:00Z,309,2004-08-16T00:00:00Z,NA,NA,NA
7198,Amblygobius phalaena,38389,7327,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,benth. crust.,benth. copepods,NA,rare (1-5%),Harpacticoida,harpacticoid copepods,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.6-9.1 cm SL.",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
7198,Amblygobius phalaena,13818,7327,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-11-26T00:00:00Z,NA,1999-11-26T00:00:00Z,NA,NA,NA
7198,Amblygobius phalaena,38388,7327,"Amitori Bay, Iriomote Island.",392B,51139,zoobenthos,juv./adults,worms,non-annelids,NA,rare (1-5%),Nematoda,nematodes,NA,NA,NA,NA,NA,NA,juv./adults,"Locality: Amitori Bay, Iriomote Island. Fish length: 1.6-9.1 cm SL.",309,2004-08-16T00:00:00Z,NA,2004-08-16T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,10102,4736,NA,NA,237,plants,leaves/blades,other plants,benthic algae/weeds,NA,NA,Halimedaceae,Halimeda sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,309,2007-03-01T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,10100,4736,NA,NA,237,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Caulerpaceae,Caulerpa peltata,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,10101,4736,NA,NA,237,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Ceramiaceae,Ceramium sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,10103,4736,NA,NA,237,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Dictyotaceae,Dictyota friabilis,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,309,2007-02-27T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7323,4736,NA,NA,237,plants,n.a./others,phytoplankton,blue-green algae,NA,NA,Oscillatoriaceae,Schizothrix mexicana,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7324,4736,NA,NA,237,zoobenthos,juv./adults,benth. crust.,amphipods,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-03-11T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7325,4736,NA,NA,237,zoobenthos,juv./adults,benth. crust.,isopods,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7326,4736,NA,NA,237,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-06-20T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7327,4736,NA,NA,237,zoobenthos,juv./adults,worms,non-annelids,NA,NA,Echiuroidea,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1998-06-21T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7328,4736,NA,NA,237,zoobenthos,juv./adults,worms,non-annelids,NA,NA,Sipunculidae,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1998-06-21T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7329,4736,NA,NA,237,zooplankton,juv./adults,plank. crust.,plank. copepods,NA,NA,Centropagidae,Centropages sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-03-11T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7330,4736,NA,NA,237,zooplankton,juv./adults,plank. crust.,plank. copepods,NA,NA,Cyclopoida,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-03-11T00:00:00Z,NA,NA,NA
4551,Amphiprion chrysopterus,7331,4736,NA,NA,237,zooplankton,juv./adults,plank. crust.,plank. copepods,NA,NA,Tisbidae,Tisbe sp.,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1993-06-21T00:00:00Z,21,1997-03-11T00:00:00Z,NA,NA,NA
4888,Anampses caeruleopunctatus,10813,5121,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Juveniles feed on small crustaceans, adults feed on the larger crustaceans.",34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
4888,Anampses caeruleopunctatus,10814,5121,NA,NA,1602,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,adults,NA,34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
4888,Anampses caeruleopunctatus,10815,5121,NA,NA,1602,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
5622,Anampses melanurus,12025,5916,NA,NA,9710,zoobenthos,juv./adults,benth. crust.,n.a./other benth. crustaceans,NA,NA,unidentifed,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Small crustaceans are ingested.,34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
5622,Anampses melanurus,12026,5916,NA,NA,9710,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentifed,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
5622,Anampses melanurus,12027,5916,NA,NA,9710,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentifed,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-11-29T00:00:00Z,NA,1999-11-29T00:00:00Z,NA,NA,NA
4889,Anampses meleagrides,23768,5122,NA,NA,9137,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,dominant ( > 50%),benthic animals,unspecified benthic animals,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region.,574,2001-07-18T00:00:00Z,NA,2001-07-18T00:00:00Z,NA,NA,NA
4893,Anampses twistii,23771,5126,NA,NA,9137,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. invertebrates,NA,dominant ( > 50%),benthic animals,unspecified benthic animals,NA,NA,NA,NA,NA,NA,juv./adults,Indo-West Pacific Region.,574,2001-07-18T00:00:00Z,NA,2001-07-18T00:00:00Z,NA,NA,NA
81,Aphareus furca,754,96,Kona.,840B,13550,nekton,juv./adults,finfish,bony fish,NA,NA,Blenniidae,Plagiotremus goslinei,7834,NA,NA,NA,NA,NA,juv./adults,Locality: Kona. Predator size: 24.4-26.2 cm.,2,1990-10-19T00:00:00Z,34,1997-10-28T00:00:00Z,NA,NA,NA
81,Aphareus furca,22425,96,NA,NA,9137,nekton,juv./adults,finfish,bony fish,NA,dominant ( > 50%),finfishes,unspecified finfishes,NA,NA,NA,NA,NA,NA,juv./adults,Indo-Pacific Region.,574,2001-06-15T00:00:00Z,NA,2001-06-19T00:00:00Z,574,2001-06-19T00:00:00Z,NA
81,Aphareus furca,755,96,Kona.,840B,13550,zoobenthos,n.a./others,benth. crust.,crabs,NA,NA,crab megalops,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Kona. Predator size: 24.4-26.2 cm.,2,1990-10-19T00:00:00Z,34,1997-10-28T00:00:00Z,NA,NA,NA
84,Aprion virescens,776,99,NA,NA,55,nekton,juv./adults,cephalopods,squids/cuttlefish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,2,1990-10-19T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
84,Aprion virescens,21331,99,NA,840B,8925,nekton,juv./adults,finfish,bony fish,NA,NA,bony fish,bony fish,NA,NA,NA,NA,NA,NA,juv./adults,NA,711,2001-05-10T00:00:00Z,NA,2001-05-10T00:00:00Z,NA,NA,NA
84,Aprion virescens,777,99,NA,NA,55,nekton,juv./adults,finfish,n.a./other finfish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,2,1990-10-19T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
84,Aprion virescens,778,99,NA,NA,55,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,2,1990-10-19T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
84,Aprion virescens,779,99,NA,NA,55,zoobenthos,juv./adults,benth. crust.,shrimps/prawns,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,2,1990-10-19T00:00:00Z,34,1997-11-17T00:00:00Z,NA,NA,NA
84,Aprion virescens,780,99,NA,NA,55,zooplankton,juv./adults,other plank. invertebrates,n.a./other plank. invertebrates,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,34,1997-02-16T00:00:00Z,574,2001-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11689,5687,NA,NA,1602,detritus,n.a./others,detritus,debris,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-08-17T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11691,5687,NA,840B,3921,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Corallinaceae,Jania,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11690,5687,NA,840B,3921,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,Halimedaceae,Halimeda,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11692,5687,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,hermit crabs,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11693,5687,NA,NA,1602,zoobenthos,juv./adults,benth. crust.,crabs,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11694,5687,NA,NA,1602,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11695,5687,NA,NA,3921,zoobenthos,juv./adults,cnidarians,n.a./other polyps,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11696,5687,NA,840B,3921,zoobenthos,juv./adults,cnidarians,n.a./other polyps,NA,NA,Zoantharia,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11697,5687,NA,NA,1602,zoobenthos,juv./adults,echinoderms,n.a./other echinoderms,NA,NA,sea stars/brittle stars,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11698,5687,NA,NA,1602,zoobenthos,juv./adults,echinoderms,sea stars/brittle stars,NA,NA,Acanthasteridae,Acanthaster,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,309,2004-09-23T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11699,5687,NA,NA,1602,zoobenthos,juv./adults,echinoderms,sea urchins,NA,NA,Echinoidea,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11700,5687,NA,840B,3921,zoobenthos,juv./adults,mollusks,bivalves,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11701,5687,NA,840B,3921,zoobenthos,juv./adults,mollusks,gastropods,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11702,5687,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11703,5687,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,sponges,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
5425,Arothron hispidus,11704,5687,NA,840B,1602,zoobenthos,juv./adults,worms,polychaetes,NA,NA,unidentified,tube worms,NA,NA,NA,NA,NA,NA,juv./adults,Locality: Not stated.,1,1992-04-27T00:00:00Z,34,1997-06-20T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13044,6722,NA,NA,1602,detritus,n.a./others,detritus,debris,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13045,6722,NA,NA,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13046,6722,NA,NA,1602,zoobenthos,juv./adults,cnidarians,hard corals,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13047,6722,NA,NA,1602,zoobenthos,juv./adults,mollusks,n.a./other mollusks,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13048,6722,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,Bryozoa,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13049,6722,NA,NA,1602,zoobenthos,juv./adults,other benth. invertebrates,n.a./other benth. Invertebrates,NA,NA,Forminifera,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13050,6722,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,ascidians,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6401,Arothron meleagris,13051,6722,NA,NA,1602,zoobenthos,juv./adults,sponges/tunicates,sponges,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,1999-12-01T00:00:00Z,NA,NA,NA
6526,Arothron stellatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6065,Aspidontus dussumieri,12256,6379,Eastern Canada.,124,1602,detritus,n.a./others,detritus,debris,NA,NA,detritus,unspecified detritus,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-15T00:00:00Z,NA,2001-06-21T00:00:00Z,574,2001-06-21T00:00:00Z,NA
6065,Aspidontus dussumieri,12257,6379,Eastern Canada.,124,1602,plants,n.a./others,other plants,benthic algae/weeds,NA,NA,algae,unspecified algae,NA,NA,NA,NA,NA,NA,juv./adults,NA,574,2000-11-15T00:00:00Z,NA,2001-06-25T00:00:00Z,574,2001-06-25T00:00:00Z,NA
6066,Aspidontus taeniatus,12258,6380,NA,NA,9710,nekton,recruits/juv.,finfish,bony fish,NA,NA,unidentified,unidentified,NA,NA,NA,NA,NA,NA,juv./adults,"Nips the fins, skin and scales of other fish.",34,1999-12-01T00:00:00Z,NA,2004-10-16T00:00:00Z,NA,NA,NA
6066,Aspidontus taeniatus,12260,6380,NA,NA,1602,zoobenthos,juv./adults,worms,n.a./other annelids,NA,NA,unidentified,unidentified tubeworms,NA,NA,NA,NA,NA,NA,juv./adults,NA,34,1999-12-01T00:00:00Z,NA,2003-09-15T00:00:00Z,NA,NA,NA
6066,Aspidontus taeniatus,12259,6380,NA,NA,1602,zooplankton,eggs,fish (early stages),fish eggs/larvae,NA,NA,unidentified fish eggs,unidentifed,NA,NA,NA,NA,NA,NA,juv./adults,Demersal fish eggs.,34,1999-12-01T00:00:00Z,309,2003-09-15T00:00:00Z,NA,NA,NA
7247,Asterropteryx ensifera,40716,7416,NA,583,37816,zooplankton,juv./adults,other plank. invertebrates,n.a./other plank. invertebrates,NA,NA,zooplankton,unidentified zooplankton,NA,NA,NA,NA,NA,NA,juv./adults,Locality: not stated.,309,2005-07-13T00:00:00Z,NA,2005-07-13T00:00:00Z,NA,NA,NA
